"Image Name","PID","Session Name","Session#","Mem Usage"
"System Idle Process","0","Services","0","4 K"
"System","4","Services","0","19,696 K"
"smss.exe","332","Services","0","352 K"
"csrss.exe","476","Services","0","1,980 K"
"wininit.exe","532","Services","0","796 K"
"services.exe","592","Services","0","4,956 K"
"lsass.exe","600","Services","0","10,200 K"
"svchost.exe","676","Services","0","12,772 K"
"svchost.exe","708","Services","0","9,476 K"
"svchost.exe","880","Services","0","21,208 K"
"svchost.exe","928","Services","0","96,940 K"
"svchost.exe","976","Services","0","45,716 K"
"svchost.exe","304","Services","0","12,936 K"
"WTabletServicePro.exe","544","Services","0","1,364 K"
"WUDFHost.exe","1092","Services","0","2,488 K"
"svchost.exe","1152","Services","0","11,012 K"
"wlanext.exe","1232","Services","0","5,056 K"
"conhost.exe","1256","Services","0","480 K"
"spoolsv.exe","1360","Services","0","3,468 K"
"svchost.exe","1428","Services","0","10,904 K"
"svchost.exe","1476","Services","0","28,452 K"
"AdobeUpdateService.exe","1648","Services","0","1,296 K"
"AstSrv.exe","1668","Services","0","1,732 K"
"svchost.exe","1696","Services","0","3,352 K"
"dasHost.exe","1736","Services","0","2,044 K"
"EvtEng.exe","1744","Services","0","5,064 K"
"HeciServer.exe","1796","Services","0","988 K"
"ibtrksrv.exe","1844","Services","0","948 K"
"MacroService.exe","1972","Services","0","5,976 K"
"NFCProxyService.exe","1996","Services","0","828 K"
"PMBDeviceInfoProvider.exe","604","Services","0","904 K"
"RegSrvc.exe","1496","Services","0","1,232 K"
"sqlwriter.exe","2060","Services","0","1,360 K"
"svchost.exe","2124","Services","0","1,528 K"
"VESMgr.exe","2152","Services","0","2,184 K"
"MsMpEng.exe","2240","Services","0","36,160 K"
"ZeroConfigService.exe","2280","Services","0","5,516 K"
"VESMgrSub.exe","2324","Services","0","3,812 K"
"unsecapp.exe","2484","Services","0","2,064 K"
"WmiPrvSE.exe","2552","Services","0","13,604 K"
"dllhost.exe","2628","Services","0","3,492 K"
"WmiPrvSE.exe","2756","Services","0","12,616 K"
"svchost.exe","3140","Services","0","2,088 K"
"VTSvc.exe","4032","Services","0","15,164 K"
"BTHSAmpPalService.exe","4064","Services","0","836 K"
"devmonsrv.exe","348","Services","0","3,916 K"
"obexsrv.exe","724","Services","0","2,160 K"
"BTHSSecurityMgr.exe","648","Services","0","2,132 K"
"IAStorDataMgrSvc.exe","2908","Services","0","21,380 K"
"IntelMeFWService.exe","672","Services","0","656 K"
"Jhi_service.exe","1380","Services","0","772 K"
"LMS.exe","3124","Services","0","2,856 K"
"SOHDms.exe","3316","Services","0","13,712 K"
"SpfService64.exe","3440","Services","0","7,484 K"
"SearchIndexer.exe","3796","Services","0","44,716 K"
"wmpnetwk.exe","2600","Services","0","3,824 K"
"VUAgent.exe","5164","Services","0","3,184 K"
"VCService.exe","6376","Services","0","900 K"
"VCAgent.exe","6228","Services","0","102,328 K"
"csrss.exe","7008","Console","3","27,600 K"
"winlogon.exe","632","Console","3","2,272 K"
"dwm.exe","6900","Console","3","28,924 K"
"VESMgrSub.exe","2184","Console","3","6,596 K"
"VESGfxMgr.exe","5160","Console","3","1,832 K"
"igfxext.exe","5172","Console","3","2,484 K"
"igfxsrvc.exe","2712","Console","3","3,500 K"
"explorer.exe","5072","Console","3","110,348 K"
"MacroServiceWnd.exe","5528","Console","3","1,480 K"
"taskhostex.exe","3612","Console","3","5,032 K"
"Wacom_TabletUser.exe","3956","Console","3","1,040 K"
"WacomHost.exe","4744","Console","3","1,108 K"
"Wacom_Tablet.exe","2088","Console","3","12,580 K"
"Wacom_TouchUser.exe","1716","Console","3","4,080 K"
