"Image Name","PID","Session Name","Session#","Mem Usage"
"System Idle Process","0","Services","0","8 K"
"System","4","Services","0","18,968 K"
"Registry","120","Services","0","111,028 K"
"smss.exe","428","Services","0","952 K"
"csrss.exe","632","Services","0","4,576 K"
"wininit.exe","732","Services","0","5,032 K"
"csrss.exe","744","Console","1","5,076 K"
"services.exe","804","Services","0","8,132 K"
"lsass.exe","824","Services","0","15,280 K"
"svchost.exe","940","Services","0","3,164 K"
"WUDFHost.exe","964","Services","0","13,844 K"
"svchost.exe","972","Services","0","29,636 K"
"fontdrvhost.exe","1008","Services","0","2,984 K"
"svchost.exe","552","Services","0","15,304 K"
"svchost.exe","960","Services","0","9,176 K"
"winlogon.exe","1104","Console","1","10,088 K"
"fontdrvhost.exe","1160","Console","1","32,872 K"
"dwm.exe","1236","Console","1","118,612 K"
"svchost.exe","1292","Services","0","7,556 K"
"svchost.exe","1328","Services","0","10,116 K"
"svchost.exe","1344","Services","0","10,012 K"
"svchost.exe","1480","Services","0","12,792 K"
"svchost.exe","1488","Services","0","8,900 K"
"svchost.exe","1496","Services","0","9,488 K"
"svchost.exe","1508","Services","0","10,656 K"
"svchost.exe","1664","Services","0","6,536 K"
"svchost.exe","1796","Services","0","13,412 K"
"svchost.exe","1860","Services","0","6,660 K"
"svchost.exe","1928","Services","0","9,224 K"
"svchost.exe","1952","Services","0","5,808 K"
"svchost.exe","2028","Services","0","6,336 K"
"NVDisplay.Container.exe","2040","Services","0","8,308 K"
"dasHost.exe","1924","Services","0","12,024 K"
"svchost.exe","2068","Services","0","9,696 K"
"svchost.exe","2096","Services","0","8,176 K"
"svchost.exe","2156","Services","0","119,288 K"
"svchost.exe","2164","Services","0","4,872 K"
"svchost.exe","2204","Services","0","5,652 K"
"wscript.exe","2224","Services","0","1,188 K"
"svchost.exe","2272","Services","0","13,428 K"
"NVDisplay.Container.exe","2392","Console","1","18,920 K"
"svchost.exe","2420","Services","0","6,784 K"
"svchost.exe","2436","Services","0","7,764 K"
