"Image Name","PID","Session Name","Session#","Mem Usage"
"System Idle Process","0","Services","0","8 K"
"System","4","Services","0","17,800 K"
"Registry","120","Services","0","118,156 K"
"smss.exe","428","Services","0","1,036 K"
"csrss.exe","632","Services","0","4,908 K"
"wininit.exe","732","Services","0","5,376 K"
"csrss.exe","744","Console","1","5,696 K"
"services.exe","804","Services","0","8,356 K"
"lsass.exe","824","Services","0","15,500 K"
"svchost.exe","940","Services","0","3,392 K"
"WUDFHost.exe","964","Services","0","14,348 K"
"svchost.exe","972","Services","0","27,960 K"
"fontdrvhost.exe","1008","Services","0","3,176 K"
"svchost.exe","552","Services","0","15,128 K"
"svchost.exe","960","Services","0","9,372 K"
"winlogon.exe","1104","Console","1","10,616 K"
"fontdrvhost.exe","1160","Console","1","5,296 K"
"dwm.exe","1236","Console","1","54,536 K"
"svchost.exe","1292","Services","0","7,996 K"
"svchost.exe","1328","Services","0","10,520 K"
"svchost.exe","1344","Services","0","10,880 K"
"svchost.exe","1480","Services","0","14,016 K"
"svchost.exe","1488","Services","0","9,592 K"
"svchost.exe","1496","Services","0","10,384 K"
"svchost.exe","1508","Services","0","11,448 K"
"svchost.exe","1664","Services","0","6,656 K"
"svchost.exe","1796","Services","0","13,388 K"
"svchost.exe","1860","Services","0","7,104 K"
"svchost.exe","1928","Services","0","9,576 K"
"svchost.exe","1952","Services","0","6,488 K"
"svchost.exe","2028","Services","0","6,824 K"
"NVDisplay.Container.exe","2040","Services","0","8,892 K"
"dasHost.exe","1924","Services","0","13,460 K"
"svchost.exe","2068","Services","0","9,388 K"
"svchost.exe","2096","Services","0","8,456 K"
"svchost.exe","2156","Services","0","133,792 K"
"svchost.exe","2164","Services","0","5,144 K"
"svchost.exe","2204","Services","0","6,184 K"
"wscript.exe","2224","Services","0","1,064 K"
"svchost.exe","2272","Services","0","13,292 K"
"NVDisplay.Container.exe","2392","Console","1","22,228 K"
"svchost.exe","2420","Services","0","6,936 K"
"svchost.exe","2436","Services","0","8,232 K"
"Memory Compression","2448","Services","0","486,324 K"
"svchost.exe","2492","Services","0","7,672 K"
"svchost.exe","2520","Services","0","11,408 K"
"igfxCUIService.exe","2568","Services","0","6,928 K"
"svchost.exe","2656","Services","0","6,764 K"
"svchost.exe","2664","Services","0","10,648 K"
"svchost.exe","2672","Services","0","7,020 K"
"svchost.exe","2692","Services","0","8,188 K"
"svchost.exe","2836","Services","0","8,500 K"
"svchost.exe","3036","Services","0","5,428 K"
"svchost.exe","3160","Services","0","8,224 K"
"svchost.exe","3184","Services","0","12,304 K"
"RtkAudioService64.exe","3272","Services","0","6,116 K"
"svchost.exe","3416","Services","0","7,976 K"
"vpnagent.exe","3424","Services","0","14,508 K"
"svchost.exe","3432","Services","0","11,120 K"
"svchost.exe","3440","Services","0","6,032 K"
"svchost.exe","3584","Services","0","6,916 K"
