"Image Name","PID","Session Name","Session#","Mem Usage"
"System Idle Process","0","Services","0","8 K"
"System","4","Services","0","18,988 K"
"Registry","120","Services","0","111,776 K"
"smss.exe","428","Services","0","952 K"
"csrss.exe","632","Services","0","4,744 K"
"wininit.exe","732","Services","0","5,048 K"
"csrss.exe","744","Console","1","5,080 K"
"services.exe","804","Services","0","8,156 K"
"lsass.exe","824","Services","0","15,344 K"
"svchost.exe","940","Services","0","3,164 K"
"WUDFHost.exe","964","Services","0","13,816 K"
"svchost.exe","972","Services","0","29,144 K"
"fontdrvhost.exe","1008","Services","0","2,984 K"
"svchost.exe","552","Services","0","15,224 K"
"svchost.exe","960","Services","0","9,268 K"
"winlogon.exe","1104","Console","1","10,124 K"
"fontdrvhost.exe","1160","Console","1","32,856 K"
"dwm.exe","1236","Console","1","103,652 K"
"svchost.exe","1292","Services","0","7,560 K"
"svchost.exe","1328","Services","0","10,116 K"
"svchost.exe","1344","Services","0","10,268 K"
"svchost.exe","1480","Services","0","13,336 K"
"svchost.exe","1488","Services","0","9,152 K"
"svchost.exe","1496","Services","0","9,528 K"
"svchost.exe","1508","Services","0","10,668 K"
"svchost.exe","1664","Services","0","6,544 K"
"svchost.exe","1796","Services","0","13,436 K"
"svchost.exe","1860","Services","0","6,696 K"
"svchost.exe","1928","Services","0","9,192 K"
"svchost.exe","1952","Services","0","5,840 K"
"svchost.exe","2028","Services","0","6,340 K"
"NVDisplay.Container.exe","2040","Services","0","8,320 K"
"dasHost.exe","1924","Services","0","12,748 K"
"svchost.exe","2068","Services","0","9,000 K"
"svchost.exe","2096","Services","0","8,176 K"
"svchost.exe","2156","Services","0","112,776 K"
"svchost.exe","2164","Services","0","4,876 K"
"svchost.exe","2204","Services","0","5,548 K"
"wscript.exe","2224","Services","0","1,188 K"
"svchost.exe","2272","Services","0","14,060 K"
"NVDisplay.Container.exe","2392","Console","1","19,016 K"
"svchost.exe","2420","Services","0","6,712 K"
"svchost.exe","2436","Services","0","7,788 K"
"Memory Compression","2448","Services","0","312,164 K"
"svchost.exe","2492","Services","0","7,384 K"
"svchost.exe","2520","Services","0","10,780 K"
"igfxCUIService.exe","2568","Services","0","6,512 K"
"svchost.exe","2656","Services","0","6,316 K"
"svchost.exe","2664","Services","0","10,132 K"
"svchost.exe","2672","Services","0","7,032 K"
"svchost.exe","2692","Services","0","7,884 K"
"svchost.exe","2836","Services","0","8,720 K"
"svchost.exe","3036","Services","0","5,068 K"
"svchost.exe","3160","Services","0","7,884 K"
"svchost.exe","3184","Services","0","12,380 K"
"RtkAudioService64.exe","3272","Services","0","5,764 K"
"svchost.exe","3416","Services","0","7,932 K"
"vpnagent.exe","3424","Services","0","13,456 K"
"svchost.exe","3432","Services","0","10,672 K"
"svchost.exe","3440","Services","0","5,852 K"
"svchost.exe","3584","Services","0","6,676 K"
"svchost.exe","3660","Services","0","14,088 K"
"RAVBg64.exe","3756","Console","1","9,728 K"
"RAVBg64.exe","3776","Console","1","9,120 K"
"svchost.exe","4016","Services","0","10,504 K"
"spoolsv.exe","4052","Services","0","16,800 K"
"svchost.exe","2756","Services","0","16,560 K"
"wlanext.exe","3964","Services","0","13,236 K"
"conhost.exe","3948","Services","0","4,088 K"
"svchost.exe","4248","Services","0","7,800 K"
"AstSrv.exe","4404","Services","0","6,180 K"
"armsvc.exe","4412","Services","0","5,124 K"
"AdobeUpdateService.exe","4432","Services","0","9,476 K"
"AGMService.exe","4440","Services","0","9,472 K"
"EvtEng.exe","4448","Services","0","11,188 K"
"esif_uf.exe","4456","Services","0","4,668 K"
"AGSService.exe","4464","Services","0","11,932 K"
"IntelCpHDCPSvc.exe","4480","Services","0","5,256 K"
"svchost.exe","4488","Services","0","31,300 K"
"GfExperienceService.exe","4496","Services","0","10,060 K"
"svchost.exe","4504","Services","0","12,336 K"
"svchost.exe","4516","Services","0","23,852 K"
"OfficeClickToRun.exe","4524","Services","0","42,248 K"
"ibtsiva.exe","4548","Services","0","3,312 K"
"IpOverUsbSvc.exe","4656","Services","0","10,008 K"
"JetBrains.ETW.Collector.Host.exe","4704","Services","0","3,040 K"
"svchost.exe","4740","Services","0","20,032 K"
"mongod.exe","4776","Services","0","23,792 K"
"NvNetworkService.exe","4816","Services","0","7,880 K"
"RegSrvc.exe","4884","Services","0","7,260 K"
"svchost.exe","4940","Services","0","6,396 K"
"SmartByteNetworkService.exe","4980","Services","0","30,752 K"
"sqlwriter.exe","4992","Services","0","6,028 K"
"svchost.exe","5004","Services","0","7,044 K"
"WavesSysSvc64.exe","5028","Services","0","4,584 K"
"ZeroConfigService.exe","5036","Services","0","14,536 K"
"MsMpEng.exe","5060","Services","0","205,576 K"
"svchost.exe","5068","Services","0","18,920 K"
"svchost.exe","5084","Services","0","4,564 K"
"svchost.exe","5188","Services","0","6,632 K"
"svchost.exe","5236","Services","0","5,204 K"
"svchost.exe","5312","Services","0","9,456 K"
"IntelCpHeciSvc.exe","5496","Services","0","5,116 K"
"svchost.exe","5532","Services","0","4,364 K"
"RNDBWMService.exe","5808","Services","0","12,440 K"
"svchost.exe","5816","Services","0","10,808 K"
"RNDBWM.exe","6240","Services","0","11,192 K"
"conhost.exe","6252","Services","0","5,760 K"
"unsecapp.exe","6384","Services","0","6,248 K"
"WmiPrvSE.exe","6428","Services","0","26,292 K"
"WmiPrvSE.exe","6612","Services","0","43,560 K"
"svchost.exe","6900","Services","0","6,004 K"
"svchost.exe","7504","Services","0","10,216 K"
"NisSrv.exe","7580","Services","0","10,516 K"
"sihost.exe","7964","Console","1","27,124 K"
"svchost.exe","7972","Console","1","27,004 K"
"PresentationFontCache.exe","8024","Services","0","14,844 K"
"svchost.exe","8036","Console","1","32,152 K"
"DropboxUpdate.exe","7256","Services","0","324 K"
"esif_assist_64.exe","1308","Console","1","2,880 K"
"taskhostw.exe","7272","Console","1","18,048 K"
"svchost.exe","7920","Services","0","14,052 K"
"svchost.exe","6380","Services","0","6,416 K"
"ctfmon.exe","7684","Console","1","14,512 K"
"explorer.exe","8248","Console","1","123,992 K"
"svchost.exe","8268","Services","0","17,984 K"
"svchost.exe","8548","Console","1","15,356 K"
"igfxEM.exe","9100","Console","1","21,288 K"
"svchost.exe","9108","Services","0","7,424 K"
"ShellExperienceHost.exe","7472","Console","1","60,296 K"
"TGitCache.exe","2140","Console","1","7,796 K"
"SearchUI.exe","1352","Console","1","78,044 K"
"RuntimeBroker.exe","2584","Console","1","20,880 K"
"svchost.exe","3048","Services","0","18,848 K"
"RuntimeBroker.exe","6500","Console","1","24,496 K"
"RAVBg64.exe","8288","Console","1","432 K"
"YourPhone.exe","9404","Console","1","24,416 K"
"Video.UI.exe","10224","Console","1","31,996 K"
"RuntimeBroker.exe","2768","Console","1","6,500 K"
"RtkNGUI64.exe","9860","Console","1","11,028 K"
"RAVBg64.exe","180","Console","1","12,164 K"
"NvBackend.exe","740","Console","1","18,236 K"
"WavesSvc64.exe","1568","Console","1","5,456 K"
"googledrivesync.exe","1688","Console","1","3,116 K"
"RocketDock.exe","2144","Console","1","14,280 K"
"Peek Through.exe","2552","Console","1","22,768 K"
"AdobeCollabSync.exe","2732","Console","1","8,400 K"
"AdobeCollabSync.exe","3768","Console","1","14,644 K"
"Discord.exe","7520","Console","1","54,696 K"
"chrome.exe","1176","Console","1","251,980 K"
"chrome.exe","2252","Console","1","7,484 K"
"chrome.exe","7988","Console","1","7,220 K"
"chrome.exe","8500","Console","1","58,304 K"
"chrome.exe","9376","Console","1","25,580 K"
"chrome.exe","9880","Console","1","35,660 K"
"chrome.exe","984","Console","1","24,420 K"
"chrome.exe","1528","Console","1","52,920 K"
